"Name","Agent","State","Notes","User","Tags","Created","Runtime","Sweep","__cached__setup_devices","adam_epsilon","data_dir","dataloader_drop_last","debug","do_eval","do_predict","do_train","eval_steps","evaluate_during_training","finetuning_iters","fp16","fp16_opt_level","gradient_accumulation_steps","learning_rate","local_rank","logging_dir","logging_first_step","logging_steps","max_grad_norm","max_seq_length","max_steps","model_name_or_path","no_cuda","num_train_epochs","output_dir","overwrite_output_dir","past_index","per_device_eval_batch_size","per_device_train_batch_size","per_gpu_train_batch_size","save_steps","seed","task_name","tpu_metrics_debug","warmup_steps","weight_decay","Training time","epoch","eval_acc","eval_acc_and_f1","eval_corr","eval_f1","eval_loss","eval_mcc","eval_pearson","eval_spearmanr","finetuning_time","finetuning_time_list","inference_time","inference_time_list","loss"
"eternal-sweep-63","g387kzkl","finished","-","anna_korotkova","","2020-10-14T13:23:38.000Z","20732","g0bi63uz","[""cpu"",0]","0.000001","/home/ubuntu/CoLA","false","false","true","false","true","1000","true","1","false","O1","1","0.00001","-1","runs/Oct14_13-23-40_anna-gpu","false","1000","1","512","-1","xlnet-base-cased","false","1","/tmp/CoLA/","true","-1","32","32","","500","42","CoLA","false","0","0.01","","1","","","","","0.6062878334161007","0","","","19995.98977613449","[19995.98977613449]","13.1679105758667","[19.328574419021606,19.87734889984131,20.807506799697876,21.16941261291504,21.95962929725647,22.60591220855713,22.251614809036255,23.689043760299683,22.93559217453003,22.38999891281128,23.427197217941284,22.689900875091553,23.418402194976807,20.659536361694336,25.755491018295288,27.047770500183105,25.760178327560425,21.788055658340458,22.625248670578003,23.414893627166748,20.80832552909851,21.06453108787537,20.577271699905396,18.84261155128479,20.888334035873413,21.76848030090332,21.375415325164795,21.49027442932129,21.722896575927734,21.014174222946167,23.319765090942383,21.46638298034668,13.1679105758667]",""
"sleek-sweep-62","g387kzkl","finished","-","anna_korotkova","","2020-10-14T07:39:38.000Z","20638","g0bi63uz","[""cpu"",0]","0.000001","/home/ubuntu/CoLA","false","false","true","false","true","1000","true","1","false","O1","1","0.00001","-1","runs/Oct14_07-39-39_anna-gpu","false","1000","1","512","-1","xlnet-base-cased","false","1","/tmp/CoLA/","true","-1","16","32","","500","42","CoLA","false","0","0.01","","1","","","","","0.6089782439398043","0","","","19795.373587846756","[19795.373587846756]","1.3464834690093994","[11.992125272750854,12.667537450790403,12.014353513717651,12.154631853103638,12.424659729003906,12.864067792892456,12.328369617462158,13.631860971450806,13.23171067237854,13.051408529281616,12.531213760375977,12.513498544692991,12.676762104034424,13.003445386886597,12.672622442245483,13.253453254699709,12.686883449554443,12.561455249786375,11.990727186203005,12.464592456817629,12.978680849075316,13.193887948989868,13.206523656845093,12.432721853256226,12.73132300376892,12.833845376968384,12.368788242340088,12.974525690078735,13.114373922348022,12.33625864982605,12.92354440689087,14.47599172592163,11.74837064743042,12.558972597122192,13.34066891670227,12.912964820861816,13.813355207443236,14.043749570846558,12.147459506988524,12.214781761169434,12.54675030708313,12.72959852218628,12.294304132461548,12.986737251281738,12.469117403030396,12.49584698677063,13.201960563659668,12.922830820083618,12.62608790397644,12.781633377075195,12.337660789489746,12.502421379089355,12.065561294555664,13.591690301895142,12.55616855621338,13.42566967010498,11.721651315689089,11.90916109085083,13.274586200714111,12.479862928390505,12.971421718597412,12.366517066955566,12.73615789413452,12.625730276107788,12.620342493057253,1.3464834690093994]",""
"golden-sweep-61","g387kzkl","finished","-","anna_korotkova","","2020-10-14T01:48:24.000Z","21072","g0bi63uz","[""cpu"",0]","0.000001","/home/ubuntu/CoLA","false","false","true","false","true","1000","true","1","false","O1","1","0.00001","-1","runs/Oct14_01-48-25_anna-gpu","false","1000","1","512","-1","xlnet-base-cased","false","1","/tmp/CoLA/","true","-1","8","32","","500","42","CoLA","false","0","0.01","","1","","","","","0.6081864127448497","0","","","20056.174535751343","[20056.174535751343]","0.8681449890136719","[7.387356281280518,7.547876119613648,7.689629077911377,7.774843215942383,8.215813875198364,7.732036352157593,7.8197503089904785,7.702334403991699,7.881928205490112,8.13752269744873,7.819059610366821,7.874107360839844,7.606635808944702,8.0054452419281,7.744849443435669,7.5032172203063965,7.862830400466919,7.558443069458008,7.558036804199219,7.911694765090942,7.744731903076172,7.694222211837768,7.758644104003906,7.830484390258789,7.942194938659668,7.811064958572388,7.787164688110352,7.825882196426392,7.82648491859436,7.51913046836853,7.761758089065552,7.497865438461304,7.8291871547698975,7.70794677734375,7.536579847335815,7.590059995651245,7.384040117263794,8.215614795684814,7.930940628051758,7.926616907119751,7.610510349273682,7.3004631996154785,7.200312376022339,7.608927965164185,7.6339430809021,7.770393848419189,7.726142883300781,7.553611993789673,7.943417072296143,7.4260947704315186,7.5133056640625,7.760102272033691,7.964974641799927,7.624660491943359,7.522895097732544,8.243961572647095,7.617558002471924,8.142439126968384,7.688002347946167,7.337713718414307,7.797815322875977,7.875521898269653,7.245830535888672,7.1017444133758545,7.468283653259277,7.664555072784424,7.552975177764893,8.166767835617065,7.228480815887451,7.61519980430603,7.720723390579224,7.810413599014282,7.991165637969971,7.705901622772217,7.832130670547485,8.115385293960571,7.928403615951538,7.730611324310303,7.391305208206177,7.320026159286499,7.546010971069336,7.914332866668701,7.599347352981567,7.527426719665527,7.837420225143433,7.344496488571167,7.601187944412232,7.779329299926758,7.645373344421387,7.714316129684448,7.548692941665649,7.4272496700286865,7.943416595458984,7.758550643920898,7.47584080696106,7.624851226806641,7.477552890777588,7.577397584915161,7.478973865509033,7.553084850311279,7.823702335357666,7.765698432922363,7.530885696411133,7.3060548305511475,7.76198673248291,7.563486814498901,7.602398157119751,7.771517992019653,7.212974548339844,7.809915065765381,7.878087282180786,7.558661699295044,7.950901746749878,7.491301536560059,7.827538967132568,7.419551849365234,7.422326803207397,7.2410666942596436,7.749565124511719,7.678755760192871,7.528019189834595,7.515475511550903,7.348066806793213,7.491213798522949,7.30655574798584,7.84786057472229,7.756725311279297,7.949697017669678,7.491625785827637,7.267465829849243,0.8681449890136719]",""
"lucky-sweep-60","g387kzkl","finished","-","anna_korotkova","","2020-10-13T23:49:16.000Z","7142","g0bi63uz","[""cpu"",0]","0.000001","/home/ubuntu/CoLA","false","false","true","false","true","1000","true","1","false","O1","1","0.00001","-1","runs/Oct13_23-49-17_anna-gpu","false","1000","1","512","-1","albert-base-v1","false","1","/tmp/CoLA/","true","-1","32","32","","500","42","CoLA","false","0","0.01","","1","","","","","0.5433359308676287","0.28245692680322326","","","7016.605372905731","[7016.605372905731]","1.7194314002990725","[3.0787484645843506,3.6769895553588863,3.8058815002441406,4.416983127593994,4.019176483154297,4.189855098724365,3.722130298614502,3.717064380645752,3.6509833335876465,4.426599025726318,3.737940549850464,3.32553768157959,3.865221500396729,3.8200085163116455,4.27701735496521,3.419224977493286,3.529191493988037,3.884718418121338,3.280547618865967,3.895296812057495,3.728625059127808,3.329392194747925,3.4297876358032227,3.9119679927825928,3.394684314727783,2.970256805419922,2.6993396282196045,2.787972211837769,2.7429895401000977,3.0522632598876953,2.8356339931488037,2.8858437538146973,1.7194314002990725]",""
"fallen-sweep-59","g387kzkl","finished","-","anna_korotkova","","2020-10-13T21:51:27.000Z","7063","g0bi63uz","[""cpu"",0]","0.000001","/home/ubuntu/CoLA","false","false","true","false","true","1000","true","1","false","O1","1","0.00001","-1","runs/Oct13_21-51-28_anna-gpu","false","1000","1","512","-1","albert-base-v1","false","1","/tmp/CoLA/","true","-1","16","32","","500","42","CoLA","false","0","0.01","","1","","","","","0.547118979647304","0.28245692680322326","","","6939.762485980988","[6939.762485980988]","0.5215740203857422","[1.6417806148529053,1.5032281875610352,1.5330595970153809,1.4073402881622314,1.813203811645508,2.2037439346313477,1.6958096027374268,1.94443678855896,1.9185400009155271,1.903618097305298,2.0169360637664795,2.0511302947998047,1.6005873680114746,2.124514579772949,1.5179967880249023,1.5803630352020264,1.428581476211548,1.7948541641235352,1.980250358581543,1.7576589584350586,2.04837965965271,1.739713430404663,1.5542898178100586,1.4518444538116455,1.6419401168823242,1.5952160358428955,1.5829205513000488,1.791935920715332,1.9679644107818604,1.8967342376708984,1.9220099449157717,1.9177584648132324,2.2184267044067383,2.012667655944824,2.2554101943969727,1.8545708656311035,1.665147066116333,1.7109057903289795,1.5123603343963623,1.5459113121032717,1.6373541355133057,1.5742168426513672,1.3183681964874268,1.6564412117004397,1.4820711612701416,1.6125881671905518,1.4775872230529783,1.6646687984466553,2.09344220161438,1.8053507804870603,2.041880369186402,1.989220380783081,1.5863614082336426,1.809666395187378,1.5362510681152344,1.7734944820404053,1.7531695365905762,1.6096129417419434,1.9133195877075195,2.0283730030059814,1.8864269256591797,1.5817651748657229,1.6377332210540771,1.8622307777404783,1.7062911987304688,0.5215740203857422]",""
"dulcet-sweep-58","g387kzkl","finished","-","anna_korotkova","","2020-10-13T19:54:49.000Z","6993","g0bi63uz","[""cpu"",0]","0.000001","/home/ubuntu/CoLA","false","false","true","false","true","1000","true","1","false","O1","1","0.00001","-1","runs/Oct13_19-54-51_anna-gpu","false","1000","1","512","-1","albert-base-v1","false","1","/tmp/CoLA/","true","-1","8","32","","500","42","CoLA","false","0","0.01","","1","","","","","0.5447283605014095","0.28245692680322326","","","6853.572147607803","[6853.572147607803]","0.6065397262573242","[0.8760678768157959,0.6606230735778809,1.0875282287597656,0.9962053298950196,0.7029194831848145,1.298095941543579,0.950429916381836,0.8377485275268555,0.8156571388244629,1.191115140914917,0.9833648204803468,0.8622338771820068,1.2069323062896729,0.8820052146911621,1.2970447540283203,0.9545588493347168,0.8948287963867188,0.920844554901123,0.9312210083007812,0.7138831615447998,1.1893937587738037,0.8410241603851318,0.7576198577880859,0.8888499736785889,0.7861955165863037,0.7102639675140381,0.69317626953125,0.9041824340820312,1.206552028656006,0.99397611618042,0.9545753002166748,1.1819653511047363,0.8786563873291016,0.8457751274108887,0.9967334270477296,0.9036848545074464,0.94049072265625,1.199460506439209,0.9887745380401612,1.245738506317139,0.8797118663787842,0.855231761932373,1.0891578197479248,0.8631258010864258,0.7879617214202881,0.968332290649414,1.2006306648254397,1.0373351573944092,0.8806309700012207,0.8683719635009766,1.163555383682251,1.0767614841461182,0.9229531288146972,1.244490385055542,0.8841578960418701,0.9314699172973632,1.093102216720581,0.9244658946990968,1.1353366374969482,1.0734479427337646,0.9819695949554444,1.1128554344177246,0.9288322925567628,1.0702338218688965,0.8792436122894287,0.845984935760498,0.9185938835144044,1.117497444152832,0.8360180854797363,0.9271326065063475,1.0294952392578125,0.9297680854797364,1.146665334701538,1.0877189636230469,1.2917742729187012,0.9195332527160645,1.166374921798706,0.9549076557159424,1.1377520561218262,1.0388998985290527,0.8907525539398193,1.1719391345977783,1.231466293334961,1.112119436264038,1.324723720550537,1.287688970565796,1.381174087524414,0.9805378913879396,1.1918437480926514,1.0045971870422363,1.2756645679473877,1.181826114654541,1.1136102676391602,1.2995927333831787,1.0386004447937012,1.2946603298187256,1.0432686805725098,1.2460103034973145,0.939960479736328,1.048095464706421,1.0007965564727783,1.093871831893921,0.8979578018188477,1.0564427375793457,0.9321465492248536,0.8383944034576416,0.9197988510131836,0.9641120433807372,0.8766796588897705,1.0484890937805176,0.9436488151550292,1.1677920818328855,0.8475673198699951,0.8126704692840576,1.0849711894989014,0.951225996017456,1.133810043334961,0.7927732467651367,0.7595870494842529,1.292060613632202,1.0892813205718994,0.9620659351348876,0.9275069236755372,0.947561264038086,0.8657193183898926,0.8854508399963379,0.7615535259246826,1.0437686443328855,0.9189786911010742,0.890028715133667,0.6065397262573242]",""
"dainty-sweep-57","g387kzkl","finished","-","anna_korotkova","","2020-10-13T17:45:33.000Z","7753","g0bi63uz","[""cpu"",0]","0.000001","/home/ubuntu/CoLA","false","false","true","false","true","1000","true","1","false","O1","1","0.00001","-1","runs/Oct13_17-45-34_anna-gpu","false","1000","1","512","-1","roberta-base","false","1","/tmp/CoLA/","true","-1","32","32","","500","42","CoLA","false","0","0.01","","1","","","","","0.5345786999572407","0.36133891003775714","","","7610.056745767593","[7610.056745767593]","2.451368570327759","[3.232360363006592,3.7879557609558105,3.7422826290130615,3.171654224395752,3.9059343338012695,3.787506580352783,3.770935535430908,3.7625699043273926,4.28367018699646,3.935271978378296,4.170814037322998,4.110701084136963,4.221672534942627,4.080758333206177,4.374982118606567,3.1492741107940674,3.8554723262786865,3.620230674743652,3.797930955886841,3.630120038986206,3.799791812896729,4.437427997589111,3.352318525314331,4.25815224647522,4.233214616775513,3.6956610679626465,3.928180456161499,3.7030234336853023,4.271090507507324,3.5553319454193115,3.8259761333465576,3.9256458282470703,2.451368570327759]",""
"bright-sweep-56","g387kzkl","finished","-","anna_korotkova","","2020-10-13T15:34:29.000Z","7861","g0bi63uz","[""cpu"",0]","0.000001","/home/ubuntu/CoLA","false","false","true","false","true","1000","true","1","false","O1","1","0.00001","-1","runs/Oct13_15-34-31_anna-gpu","false","1000","1","512","-1","roberta-base","false","1","/tmp/CoLA/","true","-1","16","32","","500","42","CoLA","false","0","0.01","","1","","","","","0.5448795842627684","0.36133891003775714","","","7722.596715450287","[7722.596715450287]","0.6057608127593994","[1.8007211685180664,1.4843456745147705,1.524536371231079,1.3788504600524902,1.479128122329712,1.5068864822387695,1.4932472705841064,1.7753291130065918,1.6281976699829102,2.203041076660156,2.316664218902588,1.8731184005737305,2.1469743251800537,2.2631309032440186,2.118347644805908,1.85315203666687,1.6299805641174316,1.7835488319396973,1.8434643745422363,1.7929973602294922,1.7000529766082764,1.6436452865600586,2.190290927886963,2.1138129234313965,2.2600584030151367,2.0311388969421387,2.0896685123443604,1.7342040538787842,1.881859302520752,2.107757091522217,1.5996196269989014,2.0185346603393555,1.6259846687316897,2.08499813079834,1.7950160503387451,1.6826825141906738,1.7483196258544922,1.9453456401824951,2.048558473587036,1.651407241821289,2.015162467956543,2.1581318378448486,1.7495744228363037,1.965024709701538,2.2053210735321045,2.1844000816345215,1.5538902282714844,2.3684487342834473,1.6303212642669678,2.1706721782684326,2.160655975341797,1.823636770248413,1.7622008323669434,1.798942804336548,1.6452555656433103,1.8302786350250244,2.0892531871795654,1.8854632377624512,1.7467570304870603,1.7156410217285156,1.8111958503723145,1.7484409809112549,1.5156619548797607,1.5975501537322998,2.239823579788208,0.6057608127593994]",""
"grateful-sweep-55","g387kzkl","finished","-","anna_korotkova","","2020-10-13T13:25:36.000Z","7732","g0bi63uz","[""cpu"",0]","0.000001","/home/ubuntu/CoLA","false","false","true","false","true","1000","true","1","false","O1","1","0.00001","-1","runs/Oct13_13-25-37_anna-gpu","false","1000","1","512","-1","roberta-base","false","1","/tmp/CoLA/","true","-1","8","32","","500","42","CoLA","false","0","0.01","","1","","","","","0.5393025606358779","0.36133891003775714","","","7581.649296045303","[7581.649296045303]","0.6771450042724609","[1.1113903522491455,0.9470345973968506,0.8710916042327881,1.1260523796081543,0.7147479057312012,0.7556049823760986,0.9376888275146484,0.6919667720794678,0.6771450042724609,0.7310202121734619,0.8064017295837402,0.7686913013458252,0.7751398086547852,1.1890196800231934,1.489147424697876,0.8622448444366455,0.8046627044677734,0.920299768447876,1.0423154830932615,1.1521327495574951,0.7622597217559814,0.973546266555786,1.15405011177063,1.2360737323760986,0.969959020614624,1.0418341159820557,1.2900660037994385,0.950516939163208,0.8841211795806885,1.2402324676513672,0.9087107181549072,1.003922462463379,1.1424543857574463,0.8387899398803711,1.1967713832855225,1.341254472732544,0.9477329254150392,1.174663543701172,1.1188719272613523,0.9038281440734864,1.370255947113037,0.8997478485107422,0.8945949077606201,1.252941608428955,0.9465780258178712,0.9214644432067872,1.3151872158050537,0.8725528717041016,1.1535344123840332,1.423635482788086,0.9154939651489258,1.1772966384887695,0.920048713684082,1.0183823108673096,1.2832331657409668,1.0347368717193604,0.8064765930175781,1.255256414413452,1.0315766334533691,0.8472335338592529,1.133493423461914,0.922616720199585,0.985271692276001,1.307572603225708,1.0032732486724854,0.8166627883911133,1.4284710884094238,1.0836801528930664,1.2464838027954102,0.9402468204498292,0.9144434928894044,1.1864757537841797,1.047903537750244,0.7347195148468018,0.8938517570495605,1.4867589473724363,0.906670093536377,1.28745698928833,1.1192474365234375,1.1186425685882568,0.9700016975402832,0.93316912651062,1.3316569328308103,1.0247313976287842,0.9247071743011476,1.3139967918395996,0.9476616382598876,0.971055507659912,1.260916233062744,0.8777027130126953,0.9112710952758788,1.307572364807129,0.927830457687378,0.942814826965332,1.294823408126831,0.9253802299499512,0.8935990333557129,1.3122758865356443,0.9807181358337402,0.8973448276519775,1.2397866249084473,1.0131990909576416,0.8331260681152344,1.4126873016357422,0.8561966419219971,1.263089656829834,1.193434238433838,0.9307966232299804,1.317845582962036,0.8914170265197754,0.8346238136291504,1.3530941009521484,1.086195707321167,1.2306809425354004,0.9444897174835204,0.7389736175537109,0.7354164123535156,0.8441460132598877,1.2372775077819824,0.9646191596984864,0.8686130046844482,1.0994720458984375,1.0208873748779297,1.226471185684204,1.2704837322235107,0.6867721080780029,0.7263607978820801,0.7480630874633789,0.6922614574432373,0.8833949565887451,0.7011842727661133]",""
"different-sweep-54","g387kzkl","finished","-","anna_korotkova","","2020-10-13T12:27:40.000Z","3470","g0bi63uz","[""cpu"",0]","0.000001","/home/ubuntu/CoLA","false","false","true","false","true","1000","true","1","false","O1","1","0.00001","-1","runs/Oct13_12-27-41_anna-gpu","false","1000","1","512","-1","distilbert-base-cased","false","1","/tmp/CoLA/","true","-1","32","32","","500","42","CoLA","false","0","0.01","","1","","","","","0.5433944454698851","0.2706260399363765","","","3398.3167650699615","[3398.3167650699615]","0.8979833126068115","[1.373521327972412,1.4330642223358154,1.539893627166748,1.8360865116119385,2.0683536529541016,2.1203882694244385,1.6871404647827148,2.1063923835754395,1.686155080795288,1.8227851390838623,1.9939517974853516,1.7689640522003174,1.943688154220581,2.107520580291748,2.1496567726135254,1.9832468032836912,1.9754633903503416,1.815779447555542,2.025014162063598,1.9843461513519287,1.7123174667358398,1.6919467449188232,1.4614322185516355,1.774091720581055,1.819526195526123,1.693660020828247,1.7814958095550537,1.818025827407837,1.8066470623016355,1.644461154937744,1.6874094009399414,1.6348490715026855,0.8979833126068115]",""
